web-scraper-order,web-scraper-start-url,product_image_clicker,product_image_clicker-href
"1678095906-292","https://www.bikedekho.com/electric-bikes?pageno=2","Kabira Mobility KM 3000","https://www.bikedekho.com/kabira-mobility/km-3000"
"1678095906-293","https://www.bikedekho.com/electric-bikes?pageno=2","Avon E Scoot","https://www.bikedekho.com/avon/e-scoot"
"1678095906-294","https://www.bikedekho.com/electric-bikes?pageno=2","Okinawa Okhi90","https://www.bikedekho.com/okinawa/oki90"
"1678095909-295","https://www.bikedekho.com/electric-bikes?pageno=1","Vida V1","https://www.bikedekho.com/vida/v1"
"1678095909-296","https://www.bikedekho.com/electric-bikes?pageno=1","Ola S1","https://www.bikedekho.com/ola-electric/appscooter"
"1678095909-297","https://www.bikedekho.com/electric-bikes?pageno=1","TVS iQube Electric","https://www.bikedekho.com/tvs/iqube-electric"
"1678095909-298","https://www.bikedekho.com/electric-bikes?pageno=1","Ather 450X","https://www.bikedekho.com/ather-energy/450x"
"1678095909-299","https://www.bikedekho.com/electric-bikes?pageno=1","Revolt RV400","https://www.bikedekho.com/revolt/rv-400"
"1678095909-300","https://www.bikedekho.com/electric-bikes?pageno=1","Bajaj Chetak","https://www.bikedekho.com/bajaj/chetak"
"1678095909-301","https://www.bikedekho.com/electric-bikes?pageno=1","Simple One","https://www.bikedekho.com/simple-energy/simple-one"
"1678095909-302","https://www.bikedekho.com/electric-bikes?pageno=1","Ultraviolette F77","https://www.bikedekho.com/ultraviolette/f77"
"1678095909-303","https://www.bikedekho.com/electric-bikes?pageno=1","Matter Aera","https://www.bikedekho.com/matter-ev/matter-electric-bike"
"1678095909-304","https://www.bikedekho.com/electric-bikes?pageno=1","River Indie","https://www.bikedekho.com/river/river-electric-scooter"
"1678095909-305","https://www.bikedekho.com/electric-bikes?pageno=1","Hero Electric Optima","https://www.bikedekho.com/hero-electric/optima"
"1678095909-306","https://www.bikedekho.com/electric-bikes?pageno=1","Bounce Infinity E1","https://www.bikedekho.com/bounce/e-scooter"
"1678095909-307","https://www.bikedekho.com/electric-bikes?pageno=1","Ampere Magnus EX","https://www.bikedekho.com/ampere/magnus"
"1678095909-308","https://www.bikedekho.com/electric-bikes?pageno=1","Tork Kratos","https://www.bikedekho.com/tork/t6x"
"1678095909-309","https://www.bikedekho.com/electric-bikes?pageno=1","Oben Rorr","https://www.bikedekho.com/oben/oben-electric-bike"
